,Food code,Main food description,version SR,year FNDDS,novaclass,Protein,Total Fat,Carbohydrate,"Sugars, total","Fiber, total dietary",Calcium,Iron,Sodium,Vitamin C,Cholesterol,"Fatty acids, total saturated",Total Vitamin A
0,1042,"Cheese, pasteurized process, American, fortified with vitamin D",24,,4,2.897568025,3.459151775,1.30833282,0.815364813,-20,0.044016885,-7.369790739,0.51342225,-20,-2.302585093,2.893533421,-8.037858235
1,1043,"Cheese, pasteurized process, pimento",25,,4,3.096934154,3.440418095,0.548121409,-0.478035801,-2.302585093,-0.487760351,-7.775255847,0.356274864,-6.074846156,-2.364460497,2.978738697,-7.841700946
2,1044,"Cheese, pasteurized process, swiss",28,,4,3.208017082,3.219275745,0.741937345,0.207014169,-20,-0.258770729,-7.402051601,0.31481074,-20,-2.465104022,2.775397275,-8.274247013
3,1046,"Cheese food, pasteurized process, American, vitamin D fortified",28,,4,2.824943953,3.24376354,2.14710019,1.720979287,-20,-0.382725621,-8.254828927,0.249980205,-20,-2.3227878,2.711842999,-8.250990151
4,1048,"Cheese spread, pasteurized process, American",28,,4,2.797890905,3.055415276,2.16676537,1.990610328,-20,-0.576253429,-8.016417904,0.485507816,-20,-2.900422094,2.589792053,-8.408338787
5,1052,"Cream, fluid, light whipping",25,,4,0.774727168,3.431079756,1.085189268,-2.207274913,-20,-2.673648774,-10.41431318,-3.381394754,-7.418580903,-2.198225078,2.962020359,-8.004369565
6,1053,"Cream, fluid, heavy whipping",27,,4,0.717839793,3.610917913,1.026041596,1.026041596,-20,-2.733368009,-10.41431318,-3.270169119,-7.418580903,-1.987774353,3.136884553,-7.647994067
7,1054,"Cream, whipped, cream topping, pressurized",28,,4,1.16315081,3.100992784,2.524928324,2.079441542,-20,-2.292634762,-9.903487553,-4.828313737,-20,-2.577021939,2.62691245,-8.39056054
8,1057,Eggnog,21,,4,1.337629189,2.012232792,2.605648267,2.129421474,-20,-2.040220829,-8.517193191,-2.918771232,-6.502290171,-2.830217835,1.491329824,-9.864266839
9,1058,"Sour dressing, non-butterfat, cultured, filled cream-type",28,,4,1.178654996,2.807593831,1.54329811,1.54329811,-20,-2.18036746,-10.41431318,-3.036554268,-7.013115795,-5.298317367,2.585656553,-12.71689827
10,1067,"Cream substitute, liquid, with hydrogenated vegetable oil and soy protein",28,,4,0,2.299580584,2.431857429,2.431857429,-20,-4.710530702,-10.41431318,-2.70306266,-20,-20,0.661140384,-11.61828598
11,1069,"Cream substitute, powdered",27,,4,1.566530411,3.568969157,4.005148983,4.005148983,-20,-3.816712826,-6.767993337,-2.095570924,-20,-20,3.482009024,-10.81977828
12,1071,"Dessert topping, powdered, 1.5 ounce prepared with 1/2 cup milk",28,,4,1.283707772,2.543175558,2.840831312,2.840831312,-20,-2.407945609,-10.1266311,-2.718100537,-7.264430223,-4.605170186,2.368747295,-10.15194891
13,1072,"Dessert topping, pressurized",28,,4,-0.020202707,3.104586678,2.77695418,2.77695418,-20,-5.298317367,-10.81977828,-2.780620894,-20,-20,2.939796641,-9.965362956
14,1073,"Dessert topping, semi solid, frozen",28,,4,0.223143551,3.231199575,3.137665769,3.137665769,-20,-5.11599581,-9.028018815,-3.688879454,-20,-20,3.081129849,-9.361163262
15,1074,"Sour cream, imitation, cultured",28,,4,0.875468737,2.971439581,1.891604804,1.891604804,-20,-5.80914299,-7.849363819,-2.282782466,-20,-20,2.878692711,-20
16,1075,"Milk substitutes, fluid with hydrogenated vegetable oils",21,,4,0.559615788,1.226712291,1.818076778,1.818076778,-20,-3.411247718,-7.849363819,-2.551046452,-20,-20,-0.265268478,-20
17,1102,"Milk, chocolate, fluid, commercial, whole, with added vitamin A and vitamin D",28,,4,1.153731588,1.220829921,2.336019869,2.255493485,-0.223143551,-2.189256408,-8.334871635,-2.813410717,-7.013115795,-4.422848629,0.743840295,-10.319003
18,1103,"Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D",28,,4,1.095273387,0.641853886,2.495681723,2.256541154,-0.356674944,-2.216407397,-8.334871635,-2.718100537,-20,-4.828313737,0.162968828,-9.511445465
19,1104,"Milk, chocolate, fluid, commercial, lowfat, with added vitamin A and vitamin D",24,,4,1.17557333,0,2.345644582,2.296567021,-0.693147181,-2.154165088,-8.217088599,-2.796881415,-7.013115795,-5.80914299,-0.484508315,-9.721165996
20,1110,"Milk shakes, thick chocolate",28,,4,1.115141591,0.993251773,3.051639905,3.037353948,-1.203972804,-2.024953356,-8.07893826,-2.198225078,-20,-4.509860006,0.519388854,-10.7244681
21,1111,"Milk shakes, thick vanilla",28,,4,1.350667183,1.10856262,2.876385516,2.876385516,-20,-1.924148657,-9.210340372,-2.353878387,-20,-4.422848629,0.634458184,-10.41431318
22,1119,"Yogurt, vanilla, low fat, 11 grams protein per 8 ounce",28,,4,1.595338988,0.223143551,2.624668592,2.624668592,-20,-1.766091722,-9.567015316,-2.718100537,-7.13089883,-5.298317367,-0.215671536,-11.17645323
23,1120,"Yogurt, fruit, low fat, 9 grams protein per 8 ounce",28,,4,1.381281819,0.139761942,2.925309809,2.925309809,-20,-1.980501594,-9.721165996,-2.937463365,-7.418580903,-5.298317367,-0.298406036,-11.2505612
24,1121,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce",28,,4,1.474763009,0.076961041,2.947067102,2.947067102,-20,-1.883874758,-9.567015316,-2.847312268,-7.264430223,-5.521460918,-0.360969868,-11.33060391
25,1142,"Egg substitute, frozen",21,,4,2.423917378,2.407845604,1.16315081,1.16315081,-20,-2.617295838,-6.224658434,-1.614450454,-7.60090246,-6.214608098,0.657520003,-8.91023578
26,1143,"Egg substitute, liquid",21,,4,2.48490665,1.196948189,-0.446287103,-0.446287103,-20,-2.937463365,-6.165817934,-1.731605546,-20,-6.907755279,-0.417031744,-8.44023215
27,1144,"Egg substitute, powder",28,,4,4.016383021,2.564949357,3.08190997,3.08190997,-20,-1.120857898,-5.757183251,-0.223143551,-7.13089883,-0.558616288,1.32601343,-7.904713914
28,1161,"Cheese substitute, mozzarella",28,,4,2.439734931,2.503073954,3.164208424,3.164208424,-20,-0.494296322,-7.824046011,-0.378336441,-9.210340372,-20,1.311301382,-7.735577363
29,1178,"Sour cream, reduced fat",28,,4,1.945910149,2.646174797,1.945910149,-1.203972804,-20,-1.958995389,-9.721165996,-2.659260037,-7.013115795,-3.352407217,2.163323026,-8.845697258
30,1179,"Sour cream, light",25,,4,1.252762968,2.360854001,1.960094784,-1.514127733,-20,-1.958995389,-9.567015316,-2.645075402,-7.013115795,-3.352407217,1.887069649,-9.124162676
31,1180,"Sour cream, fat free",28,,4,1.131402111,-20,2.747270914,-0.94160854,-20,-2.079441542,-20,-1.958995389,-20,-4.710530702,-20,-9.421061403
32,1184,"Yogurt, vanilla or lemon flavor, nonfat milk, sweetened with low-calorie sweetener",28,,4,1.350667183,-1.714798428,2.014903021,2.014903021,-20,-1.944910649,-9.028018815,-2.830217835,-6.812445099,-6.214608098,-2.154165088,-13.12236338
33,1185,"Parmesan cheese topping, fat free",28,,4,3.688879454,1.609437912,3.688879454,0.405465108,-20,-0.223143551,-5.298317367,0.139761942,-20,-3.912023005,1.134622726,-9.864266839
34,1187,"Yogurt, chocolate, nonfat milk",28,,4,1.261297871,-20,3.158276203,2.706048198,0.182321557,-2.430418465,-7.775255847,-2.002480501,-20,-6.907755279,-20,-20
35,1199,"Cream, half and half, fat free",28,,4,0.955511445,0.336472237,2.197224577,1.609437912,-20,-2.343407088,-20,-2.302585093,-7.264430223,-5.298317367,-0.173163619,-11.10746036
36,1200,Reddi Wip Fat Free Whipped Topping,28,,4,1.098612289,1.609437912,3.218875825,2.772588722,-0.916290732,-2.225624052,-10.41431318,-2.63108916,-20,-4.135166557,1.053963537,-9.77245929
37,1203,"Yogurt, fruit, lowfat, with low calorie sweetener",28,,4,1.581038438,0.343589704,2.923161581,1.064710737,-20,-1.883874758,-9.567015316,-2.847312268,-7.264430223,-5.11599581,-0.095410185,-8.91023578
38,1205,"Cream substitute, flavored, liquid",28,,4,-0.371063681,2.602689685,3.557346064,3.497718949,0.09531018,-5.11599581,-7.435388021,-2.70306266,-20,-20,0.968883182,-20
39,1206,"Cream substitute, flavored, powdered",21,,4,-20,3.066656612,4.323072492,4.060615409,0.182321557,-5.298317367,-7.369790739,-1.62964062,-20,-20,2.967641393,-20
40,1209,"Cheese, Mexican, blend, reduced fat",28,,4,3.206398303,2.965273066,1.226712291,-0.579818495,-20,0.136277618,-8.947976108,-0.253602759,-20,-2.780620894,2.449279472,-8.51220565
41,1215,"Cheese product, pasteurized process, American, reduced fat, fortified with vitamin D",25,,4,2.867898902,2.646174797,2.360854001,2.081938422,-20,-0.636766847,-8.517193191,0.461845442,-20,-2.937463365,2.180417459,-8.037858235
42,1216,"Yogurt, fruit, low fat, 9 grams protein per 8 ounce, fortified with vitamin D",28,,4,1.381281819,0.139761942,2.925309809,2.925309809,-20,-1.980501594,-9.721165996,-2.937463365,-7.418580903,-5.298317367,-0.298406036,-11.2505612
43,1217,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce, fortified with vitamin D",28,,4,1.474763009,0.076961041,2.947067102,2.947067102,-20,-1.883874758,-9.567015316,-2.847312268,-7.264430223,-5.521460918,-0.360969868,-11.33060391
44,1218,"Yogurt, fruit variety, nonfat, fortified with vitamin D",28,,4,1.481604541,-1.609437912,2.944438979,2.944438979,-20,-1.883874758,-9.567015316,-2.847312268,-7.264430223,-6.214608098,-2.128631786,-12.02375109
45,1219,"Yogurt, fruit, lowfat, with low calorie sweetener, fortified with vitamin D",28,,4,1.581038438,0.343589704,2.923161581,1.064710737,-20,-1.883874758,-9.567015316,-2.847312268,-7.264430223,-5.11599581,-0.095410185,-8.91023578
46,1220,"Yogurt, vanilla, low fat, 11 grams protein per 8 ounce, fortified with vitamin D",28,,4,1.595338988,0.223143551,2.624668592,2.624668592,-20,-1.766091722,-9.567015316,-2.718100537,-7.13089883,-5.298317367,-0.215671536,-11.17645323
47,1221,"Yogurt, vanilla or lemon flavor, nonfat milk, sweetened with low-calorie sweetener, fortified with vitamin D",28,,4,1.350667183,-1.714798428,2.014903021,2.014903021,-20,-1.944910649,-9.028018815,-2.830217835,-6.812445099,-6.214608098,-2.154165088,-13.12236338
48,1222,"Yogurt, chocolate, nonfat milk, fortified with vitamin D",28,,4,1.261297871,-20,3.158276203,2.706048198,0.182321557,-2.430418465,-7.775255847,-2.002480501,-20,-6.907755279,-20,-20
49,1223,"Protein supplement, milk based, Muscle Milk, powder",28,,4,3.822317092,2.841414913,2.917770732,1.742219024,1.960094784,-0.693147181,-4.759487546,-1.111697528,-3.506557897,-3.863232841,0.440188544,-7.195437351
50,1224,"Protein supplement, milk based, Muscle Milk Light, powder",28,,4,3.912023005,2.48490665,3.091042453,1.386294361,0.693147181,0.182321557,-4.422848629,-1.386294361,-3.170085661,-4.605170186,0.083421608,-6.858965115
51,1225,Dulce de Leche,28,,4,1.922787732,1.994700313,4.013676659,3.906809438,-20,-1.38230234,-8.679712121,-2.047942875,-5.952243834,-3.540459449,1.511604552,-9.349602439
52,1226,"Egg substitute, liquid or frozen, fat free",28,,4,2.302585093,-20,0.693147181,0.693147181,-20,-2.617295838,-6.224658434,-1.614450454,-7.60090246,-20,-20,-8.91023578
53,1231,"Yogurt, vanilla flavor, lowfat milk, sweetened with low calorie sweetener",28,,4,1.595338988,0.223143551,2.624668592,1.691939134,-20,-1.766091722,-9.567015316,-2.718100537,-7.13089883,-5.298317367,-0.285018955,-11.17645323
54,1235,"Yogurt, frozen, flavors not chocolate, nonfat milk, with low-calorie sweetener",28,,4,1.481604541,-0.223143551,2.980618636,2.53449015,0.693147181,-1.838851077,-10.1266311,-2.513306124,-7.264430223,-5.521460918,-0.717439873,-11.61828598
55,1236,"Ice cream, soft serve, chocolate",28,,4,1.410986974,2.564949357,3.100092289,3.052112607,-0.356674944,-2.032557956,-8.468403027,-2.796881415,-7.13089883,-2.396895772,2.009555414,-8.522205733
56,1237,"Ice cream, bar or stick, chocolate covered",28,,4,1.410986974,3.18221184,3.198673118,2.90690106,-0.223143551,-2.128631786,-8.145629635,-2.688247574,-20,-3.575550769,2.580368333,-9.737973114
57,1238,Ice cream sandwich,28,,4,1.456286733,2.148267733,3.614694556,2.921547375,-20,-2.453407983,-8.254828927,-2.047942875,-20,-3.863232841,0.840273245,-9.361163262
58,1239,Ice cream cookie sandwich,28,,4,1.30833282,2.00148,3.678829118,3.058707073,0.182321557,-2.617295838,-6.812445099,-1.820158944,-20,-5.11599581,0.5086232,-10.20459265
59,1240,"Ice cream cone, chocolate covered, with nuts, flavors other than chocolate",28,,4,1.650579856,3.085572978,3.537475,3.218875825,0,-2.764620553,-20,-2.364460497,-20,-3.863232841,2.438688176,-10.07784094
60,1241,"Ice cream sandwich, made with light ice cream, vanilla",28,,4,1.456286733,1.111857515,3.679838709,2.882563575,-20,-3.506557897,-9.315700888,-1.924148657,-20,-4.96184513,-0.19723217,-9.251162366
61,1242,"Ice cream sandwich, vanilla, light, no sugar added",28,,4,1.742219024,1.050821625,3.75793899,1.884034745,1.960094784,-2.453407983,-20,-1.807888851,-20,-3.863232841,-0.19723217,-8.955698154
62,1243,"Fat free ice cream, no sugar added, flavors other than chocolate",28,,4,1.483874689,-20,3.330059354,2.17702187,2.00148,-1.917322692,-20,-2.207274913,-20,-20,-20,-8.845697258
63,1244,"Milk dessert bar, frozen, made from lowfat milk",28,,4,1.483874689,0.385262401,3.499231122,3.093766014,1.887069649,-1.692819521,-7.542633551,-2.385966702,-7.013115795,-4.96184513,-0.210721031,-8.542510999
64,1250,"Nutritional supplement for people with diabetes, liquid",28,,4,1.481604541,1.124929597,2.474856314,0.970778917,0.78845736,-2.207274913,-6.224658434,-2.385966702,-3.634391269,-6.214608098,-1.461017907,-8.709565084
65,1251,"Cheese, Mexican blend",28,,4,3.158701102,3.350254903,0.559615788,0.207014169,-20,-0.417031744,-7.435388021,-1.084709383,-20,-2.353878387,2.834800319,-8.394975559
66,1252,"Cheese product, pasteurized process, American, vitamin D fortified",26,,4,2.900322089,3.11927646,2.142416341,1.882513832,-20,0.359770149,-6.948577274,0.240590465,-20,-2.538307427,2.587087114,-7.74477283
67,1253,"Cheese, pasteurized process, American, without added vitamin D",28,,4,2.897568025,3.459151775,1.30833282,0.815364813,-20,0.044016885,-7.369790739,0.51342225,-20,-2.302585093,2.893533421,-8.037858235
68,1254,"Cheese food, pasteurized process, American, without added vitamin D",24,,4,2.824943953,3.24376354,2.14710019,1.720979287,-20,-0.382725621,-8.254828927,0.249980205,-20,-2.3227878,2.711842999,-8.250990151
69,1259,"Cheese spread, American or Cheddar cheese base, reduced fat",28,,4,2.596000697,2.183801557,2.371177884,1.954445052,-20,-0.585190039,-7.929406527,0.097126711,-20,-3.270169119,1.731124431,-8.463652424
70,1263,"Ice cream, light, soft serve, chocolate",28,,4,1.211940974,1.305626458,3.141994781,2.968361077,-20,-2.009915479,-7.418580903,-2.748872196,-20,-4.199705078,0.853989706,-9.261633666
71,1264,"Ice cream bar, stick or nugget, with crunch coating",28,,4,0.746687947,3.229222117,3.614155908,3.04690056,0.09531018,-2.764620553,-20,-2.47693848,-20,-4.135166557,2.884521344,-10.1266311
72,1284,"Yogurt, Greek, strawberry, lowfat",28,,4,2.100468909,0.943905899,2.475697711,2.418588769,0,-2.430418465,-9.567015316,-3.411247718,-7.264430223,-4.422848629,0.469378434,-10.20459265
73,1285,"Yogurt, Greek, strawberry, nonfat",28,,4,2.085672091,-1.897119985,2.490723035,2.422144328,-0.510825624,-2.3330443,-9.315700888,-3.411247718,-8.111728083,-5.521460918,-2.253794929,-13.12236338
74,1286,"Yogurt, Greek, vanilla, nonfat",28,,4,2.156402583,-1.714798428,2.338917022,2.255493485,-0.693147181,-2.312635429,-10.1266311,-3.381394754,-20,-5.80914299,-2.017406151,-20
75,1290,"Kefir, lowfat, strawberry, LIFEWAY",28,,4,1.220829921,-0.105360516,2.32238772,2.22028985,-20,-2.128631786,-10.1266311,-3.296837366,-6.502290171,-5.298317367,-0.629233855,-8.617013527
76,1292,"Milk, chocolate, fat free, with added vitamin A and vitamin D",28,,4,1.220829921,-20,2.599722324,2.232162629,-20,-2.063568193,-8.217088599,-2.207274913,-6.907755279,-6.214608098,-20,-9.511445465
77,1294,"Yogurt, Greek, fruit, whole milk",28,,4,1.991975516,1.098612289,2.508785924,2.48490665,-20,-2.302585093,-20,-3.296837366,-20,-4.605170186,0.469378434,-9.864266839
78,1295,"Yogurt, vanilla, non-fat",28,,4,1.078409581,-20,2.835563521,1.771556762,-20,-2.137070655,-20,-3.057607677,-20,-5.80914299,-20,-9.704636694
79,1297,"Yogurt, Greek, vanilla, lowfat",28,,4,2.156402583,0.916290732,2.255493485,2.255493485,-20,-2.302585093,-10.1266311,-3.218875825,-20,-5.298317367,0.381855242,-9.088122739
80,1298,"Yogurt, frozen, flavors other than chocolate, lowfat",28,,4,2.079441542,0.916290732,3.044522438,3.044522438,-20,-1.609437912,-20,-3.101092789,-20,-3.101092789,0.41144718,-10.1266311
81,1300,"Ice cream bar, covered with chocolate and nuts",28,,4,1.726331664,3.251923679,2.475697711,2.379546134,0.09531018,-2.407945609,-6.717134919,-2.882403588,-20,-2.882403588,2.76657065,-9.097011687
82,1301,Ice cream sundae cone,28,,4,1.098612289,2.63905733,3.363495514,3.056827373,0,-2.813410717,-7.929406527,-2.162823151,-20,-4.199705078,0.99952833,-8.947976108
83,1302,"Light ice cream, Creamsicle",28,,4,0.431782416,1.124929597,3.488902962,2.915606229,-20,-2.780620894,-20,-3.079113882,-4.283086687,-4.828313737,0.594982932,-9.171119659
84,1303,"Cream, half and half, lowfat",28,,4,1.202972304,1.609437912,1.202972304,1.202972304,-20,-2.017406151,-20,-2.995732274,-20,-4.074541935,1.186623166,-9.77245929
85,1305,"Milk, chocolate, lowfat, reduced sugar",28,,4,1.232560261,0.039220713,2.038619547,1.986503546,-20,-2.103734234,-8.740336743,-2.718100537,-20,-5.298317367,-0.484508315,-9.230543079
86,1306,"Ice cream, lowfat, no sugar added, cone, added peanuts and chocolate sauce",28,,4,1.673351238,2.233235015,3.689129423,2.367436065,2.2300144,-2.017406151,-7.641724454,-2.18036746,-20,-4.96184513,1.886766573,-10.51967369
87,2052,"Vanilla extract, imitation, no alcohol",28,,4,-3.506557897,-20,2.667228207,2.667228207,-20,-5.80914299,-9.903487553,-5.80914299,-20,-20,-20,-20
88,2055,"Horseradish, prepared",28,,4,0.165514438,-0.371063681,2.423917378,2.07819076,1.193922468,-2.882403588,-7.775255847,-0.867500568,-3.692887476,-20,-2.407945609,-13.81551056
89,3000,Clif Z bar,28,,4,1.713797928,2.274185618,4.313747794,3.419691964,2.116255515,-0.811930717,-5.914503506,-0.980829253,-3.241632812,-20,1.00099946,-12.4292162
90,3001,"Babyfood, juice treats, fruit medley, toddler",23,,4,-20,-20,4.462223177,4.050044303,-20,-4.422848629,-8.334871635,-2.419118909,-4.828313737,-20,-20,-13.81551056
91,3014,"Babyfood, meat, chicken sticks, junior",28,,4,2.681021529,2.667228207,0.405465108,0.336472237,-1.609437912,-2.617295838,-6.463069458,-1.320506621,-6.377127028,-2.551046452,1.409522487,-12.71689827
92,3017,"Babyfood, meat, turkey sticks, junior",22,,4,2.617395833,2.653241965,0.336472237,0.336472237,-0.693147181,-2.63108916,-6.692643899,-0.727738625,-6.502290171,-2.733368009,1.421420163,-12.02375109
93,3019,"Babyfood, snack, GERBER GRADUATE FRUIT  STRIPS, Real Fruit Bars",28,,4,-0.198450939,0.806475866,4.338727617,4.229021132,0.693147181,-4.017383521,-6.858965115,-4.268697949,-1.715354138,-20,-1.010601411,-8.633727008
94,3021,"Babyfood, meat, meat sticks, junior",22,,4,2.595254707,2.681021529,0.09531018,-0.223143551,-1.609437912,-3.381394754,-6.58567178,-0.603306477,-6.032286542,-2.659260037,1.761300262,-10.77098812
95,3023,"Babyfood, finger snacks, GERBER, GRADUATES, PUFFS, apple and cinnamon",28,,4,1.822935087,0.832909123,4.45190245,2.881443127,1.335001067,-0.625488532,-3.699333912,-4.342805922,-6.645391015,-20,-1.944910649,-11.51292546
96,3024,"Babyfoods, water, bottled, GERBER, without added fluoride.",28,,4,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20
97,3044,"Babyfood, dinner, macaroni and tomato and beef, strained",28,,4,0.858661619,0.385262401,2.246014742,0.737164066,0.182321557,-4.074541935,-7.684284068,-3.270169119,-8.111728083,-4.96184513,-0.721546655,-7.365040136
98,3045,"Babyfood, dinner, macaroni and tomato and beef, junior",28,,4,0.916290732,0.09531018,2.240709689,0.887891257,0.09531018,-4.268697949,-7.929406527,-3.352407217,-6.502290171,-5.521460918,-0.889162064,-7.617031841
99,3046,"Babyfood, ravioli, cheese filled, with tomato sauce",28,,4,1.280933845,0.78845736,2.791165108,-0.527632742,-2.302585093,-2.918771232,-7.13089883,-1.265848208,-9.210340372,-4.96184513,-0.040821995,-8.2282619
100,3048,"Babyfood, macaroni and cheese, toddler",22,,4,1.252762968,0.955511445,2.415913778,-0.235722334,-0.693147181,-2.282782466,-7.418580903,-1.46967597,-20,-4.96184513,0.425267735,-10.59663473
101,3050,"Babyfood, dinner, spaghetti and tomato and meat, junior",22,,4,0.943905899,0.31481074,2.435366204,1.00063188,0.09531018,-4.199705078,-7.542633551,-2.590267165,-8.517193191,-5.298317367,-0.610645959,-7.007575614
102,3077,"Babyfood, dinner, pasta with vegetables",28,,4,0.530628251,0.741937345,2.128231706,0.182321557,0.405465108,-4.268697949,-7.60090246,-4.509860006,-5.843044542,-5.298317367,0.207014169,-7.995427628
103,3089,"Babyfood, dinner, macaroni and cheese, strained",28,,4,1.1442228,0.746687947,2.191653532,0.2390169,-0.356674944,-2.718100537,-8.468403027,-2.128631786,-9.210340372,-4.96184513,0.255417112,-10.87107158
104,3090,"Babyfood, dinner, macaroni and cheese, junior",22,,4,0.955511445,0.693147181,2.104134154,0.277631737,-1.203972804,-2.975929646,-8.111728083,-2.577021939,-6.645391015,-5.11599581,0.161268148,-10.28915003
105,3127,"Babyfood, vegetables, spinach, creamed, strained",28,,4,0.916290732,0.262364264,1.740466175,0.845868268,0.587786665,-2.419118909,-7.38579108,-3.015934981,-4.744432253,-5.298317367,-0.353821875,-5.999900026
106,3181,"Babyfood, cereal, barley, dry",27,,4,2.58021683,1.887069649,4.239886868,2.58021683,1.887069649,-0.229413164,-3.047025568,-4.422848629,-6.119297919,-20,-0.112049504,-20
107,3184,"Babyfood, cereal, whole wheat, with apples, dry fortified",28,,4,1.887069649,1.568615918,4.421247348,3.283164315,1.902107526,-0.510825624,-3.101092789,-2.718100537,-2.842153186,-20,-0.447850825,-20
108,3185,"Babyfood, cereal, mixed, dry fortified",28,,4,1.896119485,1.896119485,4.359397517,3.283164315,1.902107526,-0.223143551,-3.506557897,-3.411247718,-2.842153186,-20,-0.262664309,-20
109,3186,"Babyfood, cereal, mixed, with bananas, dry",28,,4,2.370243741,1.526056303,4.345103281,1.899117988,2.054123734,-0.362405619,-3.047025568,-20,-5.626821434,-20,-0.167235919,-9.210340372
110,3187,"Babyfood, cereal, mixed, with applesauce and bananas, strained",22,,4,0.182321557,-0.693147181,2.884800713,2.05284086,0.182321557,-5.11599581,-5.017659909,-6.214608098,-3.669076827,-20,-2.407945609,-11.17645323
111,3188,"Babyfood, cereal, mixed, with applesauce and bananas, junior",22,,4,0.182321557,-0.916290732,2.912350665,2.05284086,0.182321557,-5.521460918,-5.183204559,-3.324236341,-4.699480865,-20,-2.63108916,-11.10746036
112,3189,"Babyfood, cereal, oatmeal, dry",22,,4,2.570319528,2.079441542,4.2434827,1.345472367,2.197224577,-0.346724613,-2.971039661,-5.298317367,-20,-20,0.31481074,-20
113,3190,"Babyfood, cereal, oatmeal, with bananas, dry",27,,4,2.48490665,1.791759469,4.295923936,2.621038824,1.648658626,-0.429245637,-3.047025568,-5.11599581,-5.36019277,-20,0.236651901,-9.808177373
114,3191,"Babyfood, cereal, oatmeal, with applesauce and bananas, strained",28,,4,-0.116533816,-0.116533816,2.748552144,2.180417459,-0.105360516,-5.11599581,-4.892852258,-5.521460918,-4.275866439,-20,-2.079441542,-20
115,3192,"Babyfood, cereal, oatmeal, with applesauce and bananas, junior, fortified",28,,4,-0.116533816,-0.116533816,2.774461967,2.180417459,-0.105360516,-5.11599581,-4.892852258,-5.521460918,-4.275866439,-20,-2.071473372,-20
116,3194,"Babyfood, cereal, rice, dry",22,,4,1.960094784,1.589235205,4.351567427,-2.120263536,-0.693147181,-0.162518929,-3.047025568,-3.442019376,-6.032286542,-20,-0.084469157,-20
117,3195,"Babyfood, cereal, rice, with applesauce and bananas, strained",22,,4,0.182321557,-0.916290732,2.839078464,0.806475866,0,-4.074541935,-5.001180135,-3.575550769,-3.454598158,-20,-2.171556831,-11.04292184
118,3205,"Babyfood, oatmeal cereal with fruit, dry, instant, toddler",22,,4,2.351375257,1.953027617,4.306090069,2.406043801,2.054123734,-1.251763468,-4.247495742,-1.609437912,-5.914503506,-20,0.452348694,-9.625855816
119,3206,"Babyfood, cookie, baby, fruit",28,,4,1.916922612,2.533696814,4.300002799,3.186352633,1.223775432,-2.488914671,-5.843044542,-4.710530702,-6.502290171,-5.521460918,0.993251773,-6.312220927
120,3209,"Babyfood, crackers, vegetable",22,,4,2.128231706,2.975529566,4.202451304,2.564949357,1.386294361,-3.194183212,-5.472670754,0.071389996,-2.985781943,-20,0.676001022,-5.981118255
121,3210,"Babyfood, cereal, rice, with mixed fruit, junior",27,,4,-0.105360516,-1.609437912,2.90690106,2.351375257,-0.510825624,-4.135166557,-5.952243834,-4.605170186,-4.677740879,-20,-2.813410717,-11.33060391
122,3212,"Babyfood, cereal, rice, with bananas, dry",22,,4,2.163323026,1.435084525,4.380775853,2.815408719,0,-0.369615455,-3.047025568,-2.343407088,-6.214608098,-20,-0.022245609,-10.68001634
123,3213,"Babyfood, cookies",22,,4,2.468099531,2.58021683,4.206184044,3.186352633,-1.609437912,-2.292634762,-5.477444032,-1.650259907,-4.96184513,-4.422848629,0.85526603,-11.86960041
124,3215,"Babyfood, pretzels",28,,4,2.379546134,0.693147181,4.409155302,1.124929597,0.832909123,-3.688879454,-5.580680278,-1.313043899,-5.572754212,-20,-0.916290732,-12.02375109
125,3216,"Babyfood, teething biscuits",21,,4,2.197224577,1.609437912,4.357093368,3.349904087,0.641853886,-2.302585093,-5.640807675,-1.354795694,-4.699480865,-20,0.427878703,-9.986869161
126,3217,Zwieback,28,,4,2.312535424,2.272125886,4.30676415,2.525728644,0.916290732,-3.912023005,-7.418580903,-1.482805262,-5.240048458,-4.828313737,0.926241063,-10.81977828
127,3224,"Babyfood, dessert, cherry vanilla pudding, strained",28,,4,-1.609437912,-1.203972804,2.879198457,2.213753879,-1.203972804,-5.298317367,-8.568486486,-20,-6.812445099,-4.605170186,-2.44184716,-8.798230721
128,3225,"Babyfood, dessert, cherry vanilla pudding, junior",22,,4,-1.609437912,-1.609437912,2.912350665,2.832036181,-1.203972804,-5.298317367,-8.679712121,-4.199705078,-6.812445099,-4.605170186,-2.847312268,-8.798230721
129,3233,"Babyfood, dessert, fruit pudding, pineapple, strained",28,,4,0.262364264,-1.203972804,3.010620886,2.33020026,-0.356674944,-3.473768074,-8.622553707,-20,-3.604538306,-20,-2.312635429,-11.41761529
130,3245,"Babyfood, dessert, custard pudding, vanilla, strained",28,,4,0.470003629,0.693147181,2.772588722,2.442347035,-20,-2.900422094,-8.334871635,-20,-7.13089883,-4.828313737,0.009950331,-10.7244681
